NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
0-60,13,1,1,1,30.0,20.0,47.0
0-60,13,1,1,1,27.0,19.0,40.0
0-60,13,1,1,1,26.0,10.0,33.0
0-60,13,1,1,1,29.0,18.0,47.0
0-60,13,1,1,1,26.0,16.0,32.0
0-60,13,1,1,1,25.0,10.0,36.0
0-60,13,1,1,1,27.0,16.0,40.0
0-60,13,1,1,1,29.0,19.0,45.0
60-70,13,1,1,1,30.0,20.0,47.0
0-60,13,1,1,1,28.0,18.0,46.0
0-60,13,1,1,1,28.0,17.0,35.0
0-60,13,1,1,1,30.0,19.0,41.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,29.0,19.0,43.0
0-60,13,1,1,1,27.0,9.0,36.0
0-60,13,1,1,1,28.0,17.0,40.0
0-60,13,1,1,1,30.0,19.0,49.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,29.0,19.0,50.0
0-60,13,1,1,1,28.0,18.0,46.0
0-60,13,1,1,1,30.0,20.0,44.0
0-60,13,1,1,1,30.0,18.0,47.0
0-60,13,1,1,1,29.0,16.0,40.0
0-60,13,1,1,1,27.0,14.0,41.0
0-60,13,1,1,1,28.0,17.0,40.0
0-60,13,1,1,1,30.0,20.0,47.0
0-60,13,1,1,1,29.0,20.0,42.0
0-60,13,1,1,1,26.0,14.0,43.0
60-70,13,1,1,1,30.0,20.0,48.0
60-70,13,1,1,1,30.0,19.0,48.0
60-70,13,1,1,1,29.0,19.0,50.0
60-70,13,1,1,1,30.0,20.0,49.0
0-60,13,1,1,1,30.0,19.0,47.0
0-60,13,1,1,1,27.0,18.0,41.0
0-60,13,1,1,1,28.0,16.0,43.0
0-60,13,1,1,1,26.0,12.0,32.0
0-60,13,1,1,1,25.0,6.0,35.0
0-60,13,1,1,1,28.0,17.0,44.0
0-60,13,1,1,1,29.0,18.0,42.0
0-60,13,1,1,1,27.0,17.0,40.0
0-60,13,1,1,1,27.0,16.0,40.0
0-60,13,1,1,1,29.0,19.0,43.0
0-60,13,1,1,1,26.0,16.0,43.0
0-60,13,1,1,1,20.0,14.0,33.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,29.0,14.0,42.0
0-60,13,1,1,1,23.0,5.0,18.0
0-60,13,1,1,1,26.0,11.0,37.0
0-60,13,1,1,1,26.0,16.0,35.0
0-60,13,1,1,1,30.0,19.0,37.0
0-60,13,1,1,1,26.0,16.0,33.0
0-60,13,1,1,1,26.0,16.0,40.0
0-60,13,1,1,1,25.0,16.0,41.0
0-60,13,1,1,1,28.0,18.0,40.0
0-60,13,1,1,1,25.0,12.0,40.0
0-60,13,1,1,1,29.0,18.0,48.0
60-70,13,1,1,1,30.0,18.0,48.0
0-60,13,1,1,1,28.0,16.0,43.0
0-60,13,1,1,1,25.0,12.0,37.0
0-60,13,1,1,1,28.0,18.0,42.0
0-60,13,1,1,1,25.0,14.0,35.0
60-70,13,1,1,1,27.0,16.0,47.0
0-60,13,1,1,1,26.0,12.0,40.0
0-60,13,1,1,1,28.0,17.0,43.0
0-60,13,1,1,1,26.0,8.0,40.0
0-60,13,1,1,1,10.0,0.0,4.0
0-60,13,1,1,1,29.0,14.0,40.0
0-60,13,1,1,1,29.0,16.0,40.0
60-70,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,48.0
0-60,13,1,1,1,28.0,17.0,35.0
0-60,13,1,1,1,30.0,19.0,47.0
70-80,13,1,1,1,30.0,20.0,50.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,27.0,12.0,21.0
0-60,13,1,1,1,28.0,17.0,40.0
0-60,13,1,1,1,27.0,17.0,43.0
0-60,13,1,1,1,27.0,16.0,44.0
60-70,13,1,1,1,30.0,19.0,50.0
60-70,13,1,1,1,30.0,20.0,49.0
0-60,13,1,1,1,27.0,16.0,41.0
0-60,13,1,1,1,30.0,16.0,44.0
60-70,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,49.0
0-60,13,1,1,1,27.0,19.0,42.0
0-60,13,1,1,1,27.0,16.0,40.0
60-70,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,49.0
0-60,13,1,1,1,25.0,13.0,23.0
0-60,13,1,1,1,27.0,16.0,43.0
0-60,13,1,1,1,29.0,20.0,44.0
0-60,13,1,1,1,29.0,19.0,43.0
0-60,13,1,1,1,26.0,14.0,42.0
0-60,13,1,1,1,28.0,16.0,43.0
0-60,13,1,1,1,30.0,18.0,40.0
0-60,13,1,1,1,30.0,19.0,46.0
0-60,13,1,1,1,30.0,19.0,50.0
0-60,13,1,1,1,26.0,13.0,14.0
0-60,13,1,1,1,25.0,7.0,33.0
0-60,13,1,1,1,30.0,19.0,49.0
0-60,13,1,1,1,27.0,16.0,41.0
0-60,13,1,1,1,30.0,18.0,49.0
0-60,13,1,1,1,26.0,16.0,41.0
0-60,13,1,1,1,28.0,18.0,43.0
0-60,13,1,1,1,29.0,17.0,40.0
0-60,13,1,1,1,24.0,9.0,40.0
0-60,13,1,1,1,25.0,12.0,40.0
0-60,13,1,1,1,27.0,16.0,40.0
60-70,13,1,1,1,29.0,19.0,46.0
0-60,13,1,1,1,26.0,17.0,44.0
0-60,13,1,1,1,24.0,16.0,32.0
60-70,13,1,1,1,30.0,20.0,48.0
0-60,13,1,1,1,30.0,20.0,45.0
0-60,13,1,1,1,25.0,13.0,35.0
0-60,13,1,1,1,29.0,16.0,40.0
0-60,13,1,1,1,28.0,17.0,46.0
0-60,13,1,1,1,22.0,19.0,25.0
60-70,13,1,1,1,30.0,19.0,49.0
0-60,13,1,1,1,27.0,12.0,43.0
0-60,13,1,1,1,26.0,18.0,37.0
0-60,13,1,1,1,29.0,17.0,42.0
0-60,13,1,1,1,30.0,19.0,48.0
0-60,13,1,1,1,25.0,13.0,40.0
0-60,13,1,1,1,27.0,18.0,47.0
0-60,13,1,1,1,27.0,16.0,31.0
60-70,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,26.0,12.0,34.0
60-70,13,1,1,1,30.0,20.0,46.0
0-60,13,1,1,1,26.0,16.0,33.0
0-60,13,1,1,1,30.0,19.0,42.0
0-60,13,1,1,1,28.0,18.0,40.0
0-60,13,1,1,1,26.0,14.0,48.0
0-60,13,1,1,1,29.0,18.0,41.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,29.0,20.0,43.0
0-60,13,1,1,1,29.0,16.0,40.0
0-60,13,1,1,1,27.0,12.0,28.0
0-60,13,1,1,1,30.0,19.0,45.0
0-60,13,1,1,1,26.0,9.0,31.0
0-60,13,1,1,1,29.0,19.0,43.0
0-60,13,1,1,1,28.0,16.0,36.0
0-60,13,1,1,1,30.0,19.0,41.0
0-60,13,1,1,1,30.0,20.0,45.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,28.0,16.0,34.0
0-60,13,1,1,1,27.0,12.0,42.0
0-60,13,1,1,1,30.0,20.0,45.0
0-60,13,1,1,1,29.0,18.0,43.0
0-60,13,1,1,1,27.0,18.0,45.0
0-60,13,1,1,1,30.0,20.0,42.0
0-60,13,1,1,1,26.0,19.0,46.0
0-60,13,1,1,1,28.0,16.0,32.0
0-60,13,1,1,1,30.0,19.0,45.0
0-60,13,1,1,1,30.0,18.0,50.0
0-60,13,1,1,1,24.0,8.0,36.0
0-60,13,1,1,1,21.0,18.0,32.0
0-60,13,1,1,1,26.0,15.0,40.0
0-60,13,1,1,1,24.0,4.0,23.0
0-60,13,1,1,1,30.0,19.0,41.0
0-60,13,1,1,1,29.0,17.0,44.0
0-60,13,1,1,1,30.0,19.0,41.0
0-60,13,1,1,1,28.0,16.0,46.0
60-70,13,1,1,1,30.0,17.0,47.0
0-60,13,1,1,1,30.0,20.0,33.0
0-60,13,1,1,1,25.0,14.0,40.0
0-60,13,1,1,1,26.0,12.0,40.0
0-60,13,1,1,1,25.0,12.0,32.0
0-60,13,1,1,1,30.0,20.0,47.0
60-70,13,1,1,1,30.0,20.0,42.0
0-60,13,1,1,1,27.0,12.0,30.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,30.0,19.0,45.0
60-70,13,1,1,1,30.0,18.0,47.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,25.0,14.0,43.0
0-60,13,1,1,1,29.0,20.0,47.0
0-60,13,1,1,1,26.0,14.0,32.0
0-60,13,1,1,1,27.0,17.0,47.0
0-60,13,1,1,1,29.0,18.0,36.0
0-60,13,1,1,1,27.0,19.0,40.0
0-60,13,1,1,1,26.0,18.0,35.0
0-60,13,1,1,1,26.0,13.0,36.0
0-60,13,1,1,1,27.0,17.0,42.0
0-60,13,1,1,1,28.0,16.0,33.0
0-60,13,1,1,1,28.0,18.0,46.0
0-60,13,1,1,1,28.0,18.0,49.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,19.0,19.0,31.0
0-60,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,26.0,13.0,35.0
0-60,13,1,1,1,25.0,12.0,35.0
0-60,13,1,1,1,24.0,9.0,29.0
0-60,13,1,1,1,27.0,17.0,37.0
0-60,13,1,1,1,27.0,16.0,44.0
0-60,13,1,1,1,29.0,16.0,40.0
0-60,13,1,1,1,28.0,20.0,41.0
0-60,13,1,1,1,26.0,18.0,36.0
0-60,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,29.0,18.0,40.0
0-60,13,1,1,1,27.0,16.0,37.0
60-70,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,29.0,12.0,34.0
0-60,13,1,1,1,27.0,16.0,40.0
0-60,13,1,1,1,28.0,17.0,47.0
0-60,13,1,1,1,29.0,17.0,34.0
0-60,13,1,1,1,28.0,17.0,45.0
0-60,13,1,1,1,30.0,20.0,43.0
60-70,13,1,1,1,30.0,19.0,46.0
0-60,13,1,1,1,26.0,12.0,30.0
0-60,13,1,1,1,27.0,17.0,35.0
0-60,13,1,1,1,29.0,17.0,40.0
0-60,13,1,1,1,27.0,16.0,44.0
0-60,13,1,1,1,26.0,9.0,35.0
0-60,13,1,1,1,30.0,16.0,43.0
0-60,13,1,1,1,30.0,20.0,42.0
0-60,13,1,1,1,28.0,18.0,40.0
0-60,13,1,1,1,27.0,13.0,36.0
0-60,13,1,1,1,30.0,20.0,48.0
0-60,13,1,1,1,27.0,14.0,37.0
0-60,13,1,1,1,27.0,18.0,40.0
0-60,13,1,1,1,25.0,9.0,35.0
0-60,13,1,1,1,25.0,7.0,40.0
0-60,13,1,1,1,27.0,16.0,34.0
0-60,13,1,1,1,28.0,16.0,41.0
0-60,13,1,1,1,28.0,16.0,48.0
0-60,13,1,1,1,24.0,13.0,32.0
0-60,13,1,1,1,30.0,20.0,40.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,29.0,18.0,44.0
0-60,13,1,1,1,27.0,16.0,37.0
0-60,13,1,1,1,28.0,16.0,40.0
0-60,13,1,1,1,29.0,18.0,41.0
0-60,13,1,1,1,26.0,14.0,35.0
0-60,13,1,1,1,29.0,20.0,45.0
0-60,13,1,1,1,28.0,17.0,37.0
0-60,13,1,1,1,30.0,18.0,47.0
70-80,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,28.0,16.0,41.0
0-60,13,1,1,1,29.0,19.0,45.0
0-60,13,1,1,1,30.0,20.0,50.0
60-70,13,1,1,1,30.0,20.0,50.0
0-60,13,1,1,1,27.0,16.0,40.0
0-60,13,1,1,1,30.0,18.0,46.0
0-60,13,1,1,1,30.0,20.0,50.0
0-60,14,0,1,0,29.5,18.5,44.0
0-60,14,0,1,0,22.5,13.0,18.5
60-70,14,0,1,0,30.0,20.0,50.0
0-60,14,0,1,0,27.5,16.5,37.5
0-60,14,0,1,0,25.5,15.5,19.0
0-60,14,0,1,0,26.5,16.0,23.5
0-60,14,0,1,0,27.5,18.0,40.5
60-70,14,0,1,0,30.0,19.5,48.5
0-60,14,0,1,0,30.0,20.0,46.5
0-60,14,0,1,0,28.0,19.5,37.5
0-60,14,0,1,0,28.0,19.0,45.5
60-70,14,0,1,0,29.5,19.5,46.0
0-60,14,0,1,0,27.0,18.0,30.0
0-60,14,0,1,0,26.0,14.5,32.0
60-70,14,0,1,0,30.0,20.0,48.0
0-60,14,0,1,0,29.5,18.0,42.5
0-60,14,0,1,0,30.0,20.0,43.5
0-60,14,0,1,0,29.0,18.0,28.5
60-70,14,0,1,0,29.0,17.0,45.0
0-60,14,0,1,0,29.0,20.0,27.0
0-60,14,0,1,0,28.5,17.5,35.0
0-60,14,0,1,0,25.0,12.0,25.5
70-80,14,0,1,0,30.0,20.0,50.0
0-60,14,0,1,0,29.5,19.5,49.0
0-60,14,0,1,0,29.0,16.5,32.5
60-70,14,0,1,0,29.5,20.0,42.0
0-60,14,0,1,0,28.0,18.0,38.0
0-60,14,0,1,0,29.0,18.0,24.0
0-60,14,0,1,0,29.5,17.5,40.0
60-70,14,0,1,0,29.0,19.5,45.5
0-60,14,0,1,0,29.0,18.5,33.0
0-60,14,0,1,0,28.0,18.0,35.5
0-60,14,0,1,0,27.5,16.0,36.5
0-60,14,0,1,0,28.5,19.0,36.0
0-60,14,0,1,0,27.5,14.5,26.5
0-60,14,0,1,0,30.0,20.0,38.5
0-60,14,0,1,0,27.0,16.0,32.5
0-60,14,0,1,0,24.0,14.5,24.0
0-60,14,0,1,0,28.0,16.0,35.5
60-70,14,0,1,0,30.0,20.0,49.5
0-60,14,0,1,0,28.5,16.5,36.0
0-60,14,0,1,0,27.0,15.5,38.0
0-60,14,0,1,0,29.0,17.5,33.5
0-60,14,0,1,0,28.5,17.5,36.5
0-60,14,0,1,0,26.0,13.0,25.0
0-60,14,0,1,0,28.5,18.5,34.5
0-60,14,0,1,0,28.5,18.0,36.0
0-60,14,0,1,0,28.0,16.0,31.0
0-60,14,0,1,0,28.5,18.0,37.5
0-60,14,0,1,0,29.5,20.0,40.0
0-60,14,0,1,0,29.0,19.0,38.0
60-70,14,0,1,0,29.0,18.5,39.0
0-60,14,0,1,0,30.0,19.5,43.5
60-70,14,0,1,0,29.0,20.0,44.5
0-60,14,0,1,0,26.5,17.0,27.5
60-70,14,0,1,0,30.0,19.0,47.5
70-80,14,0,1,0,30.0,20.0,50.0
0-60,14,0,1,0,26.5,17.5,41.0
0-60,14,0,1,0,28.5,17.5,39.5
0-60,14,0,1,0,29.0,18.5,40.0
0-60,14,0,1,0,29.0,19.5,37.0
0-60,14,0,1,0,30.0,20.0,44.5
60-70,14,0,1,0,30.0,20.0,44.0
0-60,14,0,1,0,27.0,14.5,27.0
0-60,14,0,1,0,29.0,19.5,36.0
0-60,14,0,1,0,27.5,16.0,37.0
0-60,14,0,1,0,27.5,16.0,32.0
0-60,14,0,1,0,30.0,20.0,41.0
0-60,14,0,1,0,27.5,17.5,38.0
0-60,14,0,1,0,29.5,19.5,40.0
60-70,14,0,1,0,30.0,20.0,46.5
0-60,14,0,1,0,26.5,13.5,26.5
0-60,14,0,1,0,28.5,18.0,29.0
0-60,14,0,1,0,26.5,17.0,33.0
0-60,14,0,1,0,29.0,18.0,30.0
60-70,14,0,1,0,30.0,20.0,45.0
0-60,14,0,1,0,26.0,14.0,36.5
60-70,14,0,1,0,30.0,20.0,49.0
70-80,14,0,1,0,30.0,20.0,50.0
70-80,14,0,1,0,30.0,20.0,48.0
0-60,14,0,1,0,26.0,19.5,24.0
0-60,14,0,1,0,29.0,19.0,45.5
0-60,14,0,1,0,29.0,16.0,25.5
0-60,14,0,1,0,29.0,19.0,39.5
60-70,14,0,1,0,29.5,19.0,49.0
70-80,14,0,1,0,30.0,19.5,50.0
0-60,14,0,1,0,27.5,17.5,25.0
0-60,14,0,1,0,25.0,18.0,27.5
0-60,14,0,1,0,29.5,19.0,35.5
0-60,14,0,1,0,27.0,12.5,30.5
0-60,14,0,1,0,30.0,20.0,47.0
60-70,14,0,1,0,30.0,19.5,41.5
0-60,14,0,1,0,28.5,20.0,37.5
60-70,14,0,1,0,30.0,20.0,50.0
60-70,14,0,1,0,29.5,17.0,37.0
0-60,14,0,1,0,30.0,20.0,45.0
0-60,14,0,1,0,27.5,15.0,32.0
0-60,14,0,1,0,27.0,17.0,27.5
0-60,14,0,1,0,29.0,19.5,40.5
0-60,14,0,1,0,26.0,16.5,28.0
0-60,14,0,1,0,29.0,19.0,43.0
60-70,14,0,1,0,29.5,18.5,43.0
0-60,14,0,1,0,23.0,17.0,28.0
60-70,14,0,1,0,30.0,20.0,47.0
60-70,14,0,1,0,30.0,19.0,47.5
0-60,14,0,1,0,28.0,14.5,24.5
60-70,14,0,1,0,30.0,20.0,49.5
0-60,14,0,1,0,23.5,14.5,15.0
0-60,14,0,1,0,21.5,11.5,12.5
0-60,14,0,1,0,27.5,16.5,26.5
60-70,14,0,1,0,30.0,20.0,50.0
0-60,14,0,1,0,26.0,13.0,21.0
0-60,14,0,1,0,26.5,17.5,32.5
60-70,14,0,1,0,30.0,19.0,47.0
0-60,14,0,1,0,25.0,13.5,28.0
0-60,14,0,1,0,29.0,17.5,38.0
0-60,14,0,1,0,28.5,18.5,39.5
0-60,14,0,1,0,29.0,19.0,42.5
0-60,14,0,1,0,30.0,20.0,43.0
0-60,14,0,1,0,28.5,16.5,35.0
0-60,14,0,1,0,30.0,19.0,42.5
0-60,14,0,1,0,30.0,16.5,21.5
0-60,14,0,1,0,28.0,14.5,33.0
60-70,14,0,1,0,29.5,18.5,48.0
60-70,14,0,1,0,30.0,19.5,48.0
0-60,14,0,1,0,30.0,20.0,48.0
0-60,14,0,1,0,25.5,16.0,33.0
60-70,14,0,1,0,29.5,19.5,47.0
0-60,14,0,1,0,26.0,17.5,16.5
0-60,14,0,1,0,28.0,19.0,32.5
0-60,14,0,1,0,30.0,20.0,42.5
60-70,14,0,1,0,29.5,20.0,45.0
0-60,14,0,1,0,30.0,20.0,50.0
0-60,14,0,1,0,25.0,14.0,29.0
0-60,14,0,1,0,29.0,19.5,42.5
0-60,14,0,1,0,29.5,17.5,40.0
0-60,14,0,1,0,26.5,13.5,33.0
0-60,14,0,1,0,25.5,13.0,15.5
0-60,14,0,1,0,29.0,17.5,39.5
0-60,15,2,1,1,23.0,17.0,29.0
0-60,15,2,1,1,19.0,4.0,20.0
0-60,15,2,1,1,24.0,17.0,38.0
0-60,15,2,1,1,24.0,17.0,37.0
0-60,15,2,1,1,26.0,15.0,26.0
0-60,15,2,1,1,27.0,19.0,35.0
0-60,15,2,1,1,25.0,14.0,36.0
0-60,15,2,1,1,30.0,19.0,45.0
0-60,15,2,1,1,26.0,18.0,46.0
0-60,15,2,1,1,26.0,18.0,44.0
0-60,15,2,1,1,24.0,16.0,36.0
0-60,15,2,1,1,22.0,18.0,29.0
0-60,15,2,1,1,26.0,17.0,29.0
0-60,15,2,1,1,25.0,19.0,29.0
60-70,15,2,1,1,29.0,20.0,48.0
0-60,15,2,1,1,29.0,19.0,42.0
0-60,15,2,1,1,30.0,19.0,49.0
0-60,15,2,1,1,28.0,19.0,45.0
0-60,15,2,1,1,23.0,17.0,24.0
0-60,15,2,1,1,22.0,13.0,25.0
0-60,15,2,1,1,26.0,17.0,28.0
0-60,15,2,1,1,23.0,16.0,33.0
0-60,15,2,1,1,28.0,17.0,39.0
0-60,15,2,1,1,9.0,9.0,18.0
60-70,15,2,1,1,29.0,20.0,46.0
0-60,15,2,1,1,27.0,19.0,47.0
60-70,15,2,1,1,29.0,19.0,48.0
70-80,15,2,1,1,30.0,19.0,50.0
0-60,15,2,1,1,22.0,15.0,27.0
0-60,15,2,1,1,19.0,7.0,17.0
0-60,15,2,1,1,26.0,19.0,42.0
60-70,15,2,1,1,30.0,19.0,47.0
0-60,15,2,1,1,29.0,20.0,48.0
0-60,16,1,1,1,30.0,20.0,36.0
0-60,16,1,1,1,23.5,18.0,27.0
0-60,16,1,1,1,26.5,16.0,27.0
60-70,16,1,1,1,29.0,18.0,49.0
0-60,16,1,1,1,18.0,7.0,14.0
0-60,16,1,1,1,29.0,20.0,38.0
0-60,16,1,1,1,26.5,14.0,32.0
60-70,16,1,1,1,26.0,16.0,44.0
0-60,16,1,1,1,24.0,16.0,12.0
0-60,16,1,1,1,30.0,20.0,46.0
0-60,16,1,1,1,25.0,15.0,13.0
0-60,16,1,1,1,21.0,10.0,17.0
0-60,16,1,1,1,29.0,20.0,38.0
0-60,16,1,1,1,23.0,14.0,23.0
0-60,16,1,1,1,26.0,13.0,25.0
0-60,16,1,1,1,25.0,17.0,33.0
0-60,16,1,1,1,26.0,17.0,30.0
0-60,16,1,1,1,24.0,15.0,30.0
0-60,16,1,1,1,23.0,11.0,17.0
60-70,16,1,1,1,30.0,20.0,49.0
0-60,16,1,1,1,29.0,20.0,45.0
0-60,16,1,1,1,20.0,15.0,15.0
0-60,16,1,1,1,27.0,17.0,28.0
0-60,16,1,1,1,23.0,14.0,33.0
0-60,16,1,1,1,28.0,18.0,45.0
0-60,16,1,1,1,28.0,18.0,14.0
0-60,16,1,1,1,23.0,15.0,22.0
0-60,16,1,1,1,26.0,16.0,21.0
0-60,16,1,1,1,29.0,20.0,46.0
60-70,16,1,1,1,30.0,20.0,46.0
0-60,16,1,1,1,24.5,15.0,32.0
0-60,16,1,1,1,24.5,15.0,30.0
0-60,16,1,1,1,29.0,19.0,40.0
0-60,16,1,1,1,23.5,18.0,32.0
0-60,16,1,1,1,23.5,16.0,20.0
0-60,16,1,1,1,21.0,15.0,8.0
0-60,16,1,1,1,24.5,15.0,26.0
0-60,16,1,1,1,23.0,11.0,28.0
0-60,16,1,1,1,26.5,19.0,39.0
0-60,16,1,1,1,22.5,17.0,29.0
0-60,16,1,1,1,21.0,16.0,7.0
0-60,16,1,1,1,29.0,20.0,49.0
0-60,16,1,1,1,18.0,15.0,6.0
60-70,16,1,1,1,28.0,19.0,44.0
0-60,16,1,1,1,24.0,16.0,20.0
0-60,16,1,1,1,28.0,18.0,34.0
0-60,16,1,1,1,22.5,17.0,20.0
0-60,16,1,1,1,28.0,18.0,36.0
60-70,16,1,1,1,30.0,20.0,48.0
0-60,16,1,1,1,21.0,8.0,4.0
0-60,16,1,1,1,25.0,18.0,34.0
0-60,16,1,1,1,28.0,14.0,23.0
0-60,16,1,1,1,25.5,17.0,30.0
0-60,16,1,1,1,20.0,16.0,3.0
0-60,16,1,1,1,30.0,19.0,31.0
0-60,16,1,1,1,24.5,15.0,29.0
0-60,16,1,1,1,18.5,10.0,23.0
0-60,16,1,1,1,29.0,14.0,25.0
0-60,16,1,1,1,24.0,9.0,15.0
0-60,16,1,1,1,25.0,16.0,19.0
0-60,16,1,1,1,30.0,19.0,37.0
0-60,16,1,1,1,25.5,16.0,33.0
0-60,16,1,1,1,29.0,17.0,14.0
0-60,16,1,1,1,28.5,17.0,40.0
0-60,16,1,1,1,23.0,14.0,9.0
0-60,16,1,1,1,21.5,18.0,34.0
0-60,16,1,1,1,30.0,16.0,30.0
0-60,16,1,1,1,26.0,20.0,14.0
0-60,16,1,1,1,22.0,9.0,15.0
0-60,16,1,1,1,28.0,20.0,39.0
0-60,16,1,1,1,25.5,13.0,30.0
0-60,16,1,1,1,25.0,14.0,24.0
0-60,16,1,1,1,29.0,18.0,42.0
0-60,16,1,1,1,27.0,18.0,21.0
0-60,16,1,1,1,23.0,14.0,36.0
0-60,16,1,1,1,28.0,18.0,36.0
0-60,16,1,1,1,28.0,20.0,30.0
0-60,16,1,1,1,26.0,14.0,37.0
0-60,16,1,1,1,27.0,19.0,31.0
0-60,16,1,1,1,24.0,15.0,21.0
0-60,16,1,1,1,26.0,12.0,15.0
0-60,16,1,1,1,26.0,16.0,33.0
0-60,16,1,1,1,21.0,8.0,18.0
0-60,16,1,1,1,24.5,18.0,22.0
0-60,16,1,1,1,27.0,16.0,31.0
0-60,16,1,1,1,20.0,16.0,9.0
60-70,16,1,1,1,29.5,20.0,47.0
0-60,16,1,1,1,23.0,20.0,17.0
0-60,16,1,1,1,25.4,15.0,21.5
0-60,16,1,1,1,30.0,18.0,34.0
60-70,16,1,1,1,30.0,20.0,49.0
0-60,16,1,1,1,27.0,16.0,31.0
0-60,16,1,1,1,25.0,13.0,11.0
0-60,16,1,1,1,21.5,16.0,26.0
0-60,16,1,1,1,28.0,17.0,18.0
0-60,16,1,1,1,27.0,17.0,40.0
0-60,16,1,1,1,28.0,18.0,42.0
0-60,16,1,1,1,30.0,20.0,45.0
60-70,16,1,1,1,28.0,20.0,44.0
0-60,16,1,1,1,24.0,15.0,21.0
0-60,16,1,1,1,27.0,17.0,19.0
0-60,16,1,1,1,23.0,14.0,15.0
0-60,16,1,1,1,21.0,4.0,9.0
0-60,16,1,1,1,26.0,12.0,29.0
0-60,16,1,1,1,25.0,14.0,23.0
0-60,16,1,1,1,28.0,17.0,29.0
0-60,16,1,1,1,30.0,15.0,15.0
0-60,16,1,1,1,22.0,10.0,17.0
0-60,16,1,1,1,18.5,16.0,8.0
0-60,16,1,1,1,26.5,18.0,25.0
0-60,16,1,1,1,19.5,14.0,13.0
0-60,16,1,1,1,29.0,14.0,26.0
0-60,16,1,1,1,24.0,14.0,16.0
0-60,16,1,1,1,24.5,15.0,20.0
0-60,16,1,1,1,24.0,15.0,22.0
0-60,16,1,1,1,24.0,17.0,37.0
0-60,16,1,1,1,26.5,19.0,36.0
0-60,16,1,1,1,21.5,15.0,23.0
0-60,16,1,1,1,16.5,12.0,11.0
0-60,16,1,1,1,29.0,17.0,17.0
0-60,16,1,1,1,30.0,20.0,46.0
0-60,16,1,1,1,21.5,15.0,26.0
0-60,16,1,1,1,25.0,19.0,23.0
0-60,16,1,1,1,23.5,10.0,26.0
0-60,16,1,1,1,25.0,15.0,21.0
0-60,16,1,1,1,28.0,18.0,33.0
0-60,16,1,1,1,29.0,20.0,36.0
0-60,16,1,1,1,24.0,13.0,23.0
60-70,16,1,1,1,29.0,20.0,49.0
0-60,16,1,1,1,25.0,15.0,21.0
60-70,16,1,1,1,27.0,18.0,46.0
0-60,16,1,1,1,18.5,8.0,2.0
0-60,16,1,1,1,20.0,8.0,11.0
0-60,16,1,1,1,21.0,17.0,5.0
0-60,16,1,1,1,20.0,15.0,7.0
0-60,16,1,1,1,19.0,16.0,19.0
0-60,16,1,1,1,26.5,17.0,35.0
0-60,16,1,1,1,28.0,15.0,17.0
0-60,16,1,1,1,30.0,19.0,40.0
0-60,16,1,1,1,30.0,19.0,40.0
0-60,16,1,1,1,21.5,8.0,10.0
0-60,16,1,1,1,17.5,1.0,18.0
0-60,16,1,1,1,29.0,18.0,46.0
0-60,16,1,1,1,22.5,11.0,19.0
0-60,16,1,1,1,29.0,19.0,30.0
0-60,16,1,1,1,28.0,17.0,29.0
0-60,16,1,1,1,27.0,20.0,39.0
0-60,16,1,1,1,20.5,13.0,2.0
0-60,16,1,1,1,23.0,15.0,5.0
0-60,16,1,1,1,23.0,14.0,29.0
0-60,16,1,1,1,30.0,18.0,41.0
0-60,16,1,1,1,22.0,13.0,13.0
0-60,16,1,1,1,30.0,18.0,35.0
0-60,16,1,1,1,22.0,14.0,11.0
60-70,16,1,1,1,28.5,20.0,46.0
0-60,16,1,1,1,21.5,10.0,16.0
0-60,16,1,1,1,29.0,20.0,34.0
60-70,16,1,1,1,30.0,20.0,46.0
0-60,16,1,1,1,19.5,20.0,20.0
0-60,16,1,1,1,25.5,15.0,30.0
0-60,16,1,1,1,24.0,14.0,28.0
0-60,16,1,1,1,17.0,6.0,4.0
